"index","listing_id","price","nbhood_full"
"526","278090","50 dollars","Manhattan, East Harlem"
"527","279857","800 dollars","Brooklyn, Bedford-Stuyvesant"
"528","279969","100 dollars","Brooklyn, Bedford-Stuyvesant"
"529","281756","140 dollars","Brooklyn, Greenpoint"
"530","281851","130 dollars","Manhattan, Harlem"
"531","282443","90 dollars","Manhattan, Chinatown"
"532","282514","97 dollars","Brooklyn, Bedford-Stuyvesant"
"533","282863","91 dollars","Brooklyn, Gowanus"
"534","282977","125 dollars","Brooklyn, Park Slope"
"535","283550","175 dollars","Manhattan, Hell's Kitchen"
"536","284855","240 dollars","Manhattan, West Village"
"537","286662","110 dollars","Brooklyn, Crown Heights"
"538","287397","100 dollars","Brooklyn, Bedford-Stuyvesant"
"539","287417","300 dollars","Brooklyn, Bedford-Stuyvesant"
"540","287481","120 dollars","Brooklyn, Williamsburg"
"541","287839","175 dollars","Brooklyn, Fort Greene"
"542","287845","275 dollars","Brooklyn, Carroll Gardens"
"543","289288","219 dollars","Manhattan, East Village"
"544","289995","250 dollars","Brooklyn, Greenpoint"
"545","290457","139 dollars","Manhattan, Chinatown"
"546","291524","209 dollars","Manhattan, Upper West Side"
"547","292047","90 dollars","Manhattan, West Village"
"548","292266","50 dollars","Brooklyn, Bushwick"
"549","293837","157 dollars","Brooklyn, Williamsburg"
"550","294227","199 dollars","Brooklyn, Greenpoint"
"551","294242","199 dollars","Brooklyn, Greenpoint"
"552","294250","150 dollars","Manhattan, Upper West Side"
"553","294259","199 dollars","Brooklyn, Greenpoint"
"554","294263","199 dollars","Brooklyn, Greenpoint"
"555","294280","199 dollars","Brooklyn, Greenpoint"
"556","294297","105 dollars","Brooklyn, Williamsburg"
"557","294353","135 dollars","Brooklyn, Williamsburg"
"558","294490","199 dollars","Brooklyn, Greenpoint"
"559","295379","85 dollars","Brooklyn, Williamsburg"
"560","295998","300 dollars","Manhattan, Upper West Side"
"561","296345","75 dollars","Brooklyn, Williamsburg"
"562","296361","55 dollars","Queens, Elmhurst"
"563","298759","52 dollars","Brooklyn, Bedford-Stuyvesant"
"564","299078","250 dollars","Manhattan, SoHo"
"565","299531","100 dollars","Brooklyn, East New York"
"566","301034","140 dollars","Manhattan, Harlem"
"567","302057","75 dollars","Brooklyn, Flatbush"
"568","303345","90 dollars","Manhattan, East Harlem"
"569","304799","150 dollars","Manhattan, Upper West Side"
"570","305211","180 dollars","Brooklyn, Williamsburg"
"571","306799","65 dollars","Brooklyn, Bushwick"
"572","310272","59 dollars","Staten Island, Clifton"
"573","310325","75 dollars","Manhattan, Harlem"
"574","310338","75 dollars","Manhattan, Harlem"
"575","310524","75 dollars","Brooklyn, Bedford-Stuyvesant"
"576","310796","109 dollars","Manhattan, Upper West Side"
"577","311343","86 dollars","Manhattan, East Harlem"
"578","311356","52 dollars","Queens, Ridgewood"
"579","312429","100 dollars","Brooklyn, Prospect Heights"
"580","313890","99 dollars","Manhattan, Lower East Side"
"581","314982","89 dollars","Manhattan, East Village"
"582","316238","135 dollars","Brooklyn, Bedford-Stuyvesant"
"583","317838","199 dollars","Manhattan, West Village"
"584","317905","89 dollars","Brooklyn, Kensington"
"585","318021","110 dollars","Manhattan, Harlem"
"586","318187","120 dollars","Brooklyn, Bushwick"
"587","319724","59 dollars","Brooklyn, Williamsburg"
"588","319798","49 dollars","Brooklyn, Bay Ridge"
"589","319844","79 dollars","Brooklyn, Greenpoint"
"590","320865","135 dollars","Manhattan, Harlem"
"591","320876","185 dollars","Brooklyn, South Slope"
"592","322037","325 dollars","Brooklyn, Williamsburg"
"593","322604","95 dollars","Brooklyn, Williamsburg"
"594","322974","120 dollars","Manhattan, West Village"
"595","324115","75 dollars","Brooklyn, Williamsburg"
"596","325429","219 dollars","Manhattan, Upper East Side"
"597","326832","159 dollars","Manhattan, Upper East Side"
"598","326956","180 dollars","Brooklyn, Clinton Hill"
"599","327778","106 dollars","Manhattan, Kips Bay"
"600","328040","299 dollars","Manhattan, Midtown"
"601","328693","179 dollars","Manhattan, Upper West Side"
"602","328744","165 dollars","Brooklyn, Crown Heights"
"603","329385","87 dollars","Manhattan, Inwood"
"604","333189","79 dollars","Brooklyn, Williamsburg"
"605","333323","75 dollars","Manhattan, Hell's Kitchen"
"606","334607","200 dollars","Brooklyn, Williamsburg"
"607","334781","80 dollars","Manhattan, Harlem"
"608","335797","115 dollars","Brooklyn, East Flatbush"
"609","335819","115 dollars","Brooklyn, East Flatbush"
"610","335820","120 dollars","Brooklyn, East Flatbush"
"611","336220","125 dollars","Manhattan, Harlem"
"612","341525","95 dollars","Manhattan, Hell's Kitchen"
"613","342027","121 dollars","Manhattan, Upper East Side"
"614","342995","75 dollars","Manhattan, Harlem"
"615","343276","95 dollars","Manhattan, Hell's Kitchen"
"616","347865","189 dollars","Manhattan, East Village"
"617","351859","265 dollars","Manhattan, Chelsea"
"618","352651","77 dollars","Brooklyn, Prospect-Lefferts Gardens"
"619","352864","60 dollars","Manhattan, Upper East Side"
"620","353317","129 dollars","Manhattan, Chinatown"
"621","354095","199 dollars","Manhattan, East Village"
"622","355106","92 dollars","Brooklyn, Prospect-Lefferts Gardens"
"623","357509","110 dollars","Manhattan, Midtown"
"624","359982","65 dollars","Brooklyn, Williamsburg"
"625","360400","135 dollars","Manhattan, Midtown"
"626","364275","72 dollars","Brooklyn, Williamsburg"
"627","367810","120 dollars","Brooklyn, Greenpoint"
"628","369411","94 dollars","Brooklyn, Williamsburg"
"629","369567","56 dollars","Brooklyn, Prospect Heights"
"630","369671","549 dollars","Manhattan, East Village"
"631","373618","129 dollars","Brooklyn, Williamsburg"
"632","374548","85 dollars","Brooklyn, Bedford-Stuyvesant"
"633","375249","20 dollars","Staten Island, Graniteville"
"634","378460","200 dollars","Manhattan, Hell's Kitchen"
"635","380416","125 dollars","Brooklyn, Park Slope"
"636","382524","180 dollars","Manhattan, Harlem"
"637","385190","100 dollars","Manhattan, Inwood"
"638","385824","120 dollars","Bronx, Spuyten Duyvil"
"639","386555","110 dollars","Staten Island, Stapleton"
"640","386744","105 dollars","Manhattan, Upper East Side"
"641","387377","165 dollars","Manhattan, Harlem"
"642","387666","99 dollars","Manhattan, Washington Heights"
"643","387735","125 dollars","Manhattan, Gramercy"
"644","391955","159 dollars","Brooklyn, Columbia St"
"645","392948","45 dollars","Brooklyn, Williamsburg"
"646","393016","104 dollars","Manhattan, Hell's Kitchen"
"647","393094","225 dollars","Manhattan, Financial District"
"648","396636","135 dollars","Manhattan, Harlem"
"649","398283","250 dollars","Brooklyn, South Slope"
"650","399946","90 dollars","Manhattan, Lower East Side"
"651","401579","298 dollars","Brooklyn, Carroll Gardens"
"652","401836","300 dollars","Manhattan, Upper East Side"
"653","403056","125 dollars","Manhattan, East Harlem"
"654","403264","145 dollars","Manhattan, Midtown"
"655","403668","147 dollars","Manhattan, East Village"
"656","404502","123 dollars","Brooklyn, Williamsburg"
"657","404923","88 dollars","Brooklyn, Windsor Terrace"
"658","405025","215 dollars","Queens, Long Island City"
"659","405408","225 dollars","Manhattan, SoHo"
"660","406926","269 dollars","Manhattan, Nolita"
"661","407469","75 dollars","Brooklyn, Bushwick"
"662","408983","229 dollars","Brooklyn, Prospect-Lefferts Gardens"
"663","409262","300 dollars","Brooklyn, Boerum Hill"
"664","409293","100 dollars","Manhattan, East Harlem"
"665","411336","225 dollars","Manhattan, Nolita"
"666","411525","120 dollars","Brooklyn, Williamsburg"
"667","411918","160 dollars","Brooklyn, Crown Heights"
"668","412061","125 dollars","Brooklyn, Crown Heights"
"669","413504","119 dollars","Brooklyn, Williamsburg"
"670","413775","275 dollars","Manhattan, Midtown"
"671","414801","500 dollars","Brooklyn, Clinton Hill"
"672","416557","87 dollars","Brooklyn, Greenpoint"
"673","417685","160 dollars","Brooklyn, Park Slope"
"674","418291","125 dollars","Manhattan, East Village"
"675","419373","90 dollars","Brooklyn, Bedford-Stuyvesant"
"676","419792","200 dollars","Manhattan, Lower East Side"
"677","424667","99 dollars","Manhattan, Hell's Kitchen"
"678","424767","325 dollars","Manhattan, Midtown"
"679","428226","55 dollars","Brooklyn, Crown Heights"
"680","431865","275 dollars","Manhattan, Washington Heights"
"681","433218","125 dollars","Brooklyn, Prospect Heights"
"682","433414","150 dollars","Brooklyn, Clinton Hill"
"683","433914","70 dollars","Brooklyn, East New York"
"684","434792","138 dollars","Brooklyn, Gowanus"
"685","435946","208 dollars","Manhattan, Financial District"
"686","436619","110 dollars","Manhattan, East Village"
"687","436824","58 dollars","Manhattan, Harlem"
"688","438513","150 dollars","Brooklyn, Prospect-Lefferts Gardens"
"689","442636","77 dollars","Queens, Ridgewood"
"690","443646","395 dollars","Manhattan, Upper West Side"
"691","446367","90 dollars","Manhattan, Upper West Side"
"692","448048","75 dollars","Queens, Jackson Heights"
"693","449034","90 dollars","Brooklyn, Williamsburg"
"694","449130","94 dollars","Manhattan, Harlem"
"695","449660","80 dollars","Brooklyn, Windsor Terrace"
"696","450009","39 dollars","Brooklyn, Canarsie"
"697","450577","250 dollars","Manhattan, Upper West Side"
"698","450578","55 dollars","Brooklyn, Sunset Park"
"699","452541","142 dollars","Brooklyn, Windsor Terrace"
"700","453094","70 dollars","Brooklyn, Clinton Hill"
"701","453255","225 dollars","Manhattan, Lower East Side"
"702","454929","239 dollars","Manhattan, East Village"
"703","455734","50 dollars","Manhattan, Inwood"
"704","456190","174 dollars","Manhattan, West Village"
"705","456526","75 dollars","Manhattan, Harlem"
"706","457829","210 dollars","Manhattan, East Village"
"707","458154","55 dollars","Brooklyn, Williamsburg"
"708","458377","229 dollars","Brooklyn, Williamsburg"
"709","459066","150 dollars","Manhattan, Upper East Side"
"710","460036","129 dollars","Manhattan, Kips Bay"
"711","460999","100 dollars","Manhattan, Harlem"
"712","466277","235 dollars","Brooklyn, Williamsburg"
"713","466457","100 dollars","Brooklyn, Bedford-Stuyvesant"
"714","467569","311 dollars","Manhattan, Lower East Side"
"715","467634","39 dollars","Queens, Jamaica"
"716","467866","100 dollars","Manhattan, West Village"
"717","470090","210 dollars","Manhattan, Lower East Side"
"718","470370","55 dollars","Brooklyn, Crown Heights"
"719","471712","89 dollars","Manhattan, Morningside Heights"
"720","471914","110 dollars","Brooklyn, Prospect-Lefferts Gardens"
"721","472546","82 dollars","Brooklyn, Bushwick"
"722","473592","70 dollars","Queens, Long Island City"
"723","476527","89 dollars","Manhattan, East Village"
"724","476570","89 dollars","Manhattan, East Village"
"725","476571","99 dollars","Manhattan, East Village"
"726","476983","85 dollars","Manhattan, Harlem"
"727","478053","80 dollars","Manhattan, Two Bridges"
"728","478385","135 dollars","Manhattan, Kips Bay"
"729","479002","450 dollars","Brooklyn, Fort Greene"
"730","479263","145 dollars","Brooklyn, Williamsburg"
"731","479867","225 dollars","Brooklyn, Williamsburg"
"732","481022","125 dollars","Manhattan, Lower East Side"
"733","482765","100 dollars","Brooklyn, Fort Greene"
"734","483414","55 dollars","Brooklyn, Bedford-Stuyvesant"
"735","483485","328 dollars","Manhattan, Civic Center"
"736","483505","142 dollars","Brooklyn, Williamsburg"
"737","484312","300 dollars","Brooklyn, Windsor Terrace"
"738","488083","92 dollars","Brooklyn, Sunset Park"
"739","489018","185 dollars","Manhattan, East Village"
"740","489365","226 dollars","Brooklyn, Williamsburg"
"741","489924","50 dollars","Brooklyn, Sunset Park"
"742","489965","80 dollars","Manhattan, East Harlem"
"743","491123","102 dollars","Brooklyn, Prospect Heights"
"744","491529","220 dollars","Brooklyn, Park Slope"
"745","491977","165 dollars","Manhattan, Chinatown"
"746","493177","150 dollars","Manhattan, Chinatown"
"747","493611","385 dollars","Brooklyn, Gowanus"
"748","494937","499 dollars","Manhattan, SoHo"
"749","495249","85 dollars","Queens, East Elmhurst"
"750","496166","249 dollars","Brooklyn, South Slope"
"751","498052","120 dollars","Brooklyn, Williamsburg"
"752","498859","169 dollars","Brooklyn, Brighton Beach"
"753","500845","220 dollars","Manhattan, East Village"
"754","500886","85 dollars","Brooklyn, Bedford-Stuyvesant"
"755","501082","79 dollars","Manhattan, Harlem"
"756","501098","90 dollars","Brooklyn, Williamsburg"
"757","501693","99 dollars","Manhattan, Upper West Side"
"758","502309","46 dollars","Brooklyn, Prospect-Lefferts Gardens"
"759","502429","325 dollars","Brooklyn, South Slope"
"760","503529","198 dollars","Manhattan, SoHo"
"761","503722","175 dollars","Brooklyn, Williamsburg"
"762","503790","130 dollars","Manhattan, West Village"
"763","504362","209 dollars","Brooklyn, Prospect Heights"
"764","504437","104 dollars","Manhattan, Lower East Side"
"765","505315","68 dollars","Brooklyn, Bushwick"
"766","506121","72 dollars","Manhattan, East Village"
"767","506527","107 dollars","Queens, Astoria"
"768","506571","150 dollars","Manhattan, East Village"
"769","506575","45 dollars","Bronx, Morris Heights"
"770","507393","49 dollars","Brooklyn, Bedford-Stuyvesant"
"771","509989","349 dollars","Brooklyn, Flatbush"
"772","510218","185 dollars","Manhattan, Upper West Side"
"773","512209","800 dollars","Brooklyn, Brooklyn Heights"
"774","512210","349 dollars","Brooklyn, Crown Heights"
"775","512775","350 dollars","Queens, Long Island City"
"776","513688","350 dollars","Brooklyn, Boerum Hill"
"777","514457","150 dollars","Brooklyn, Bedford-Stuyvesant"
"778","515392","200 dollars","Manhattan, Chelsea"
"779","516452","99 dollars","Brooklyn, Fort Greene"
"780","516791","90 dollars","Brooklyn, Kensington"
"781","518566","82 dollars","Manhattan, Upper East Side"
"782","518576","250 dollars","Brooklyn, Bedford-Stuyvesant"
"783","518960","90 dollars","Manhattan, Harlem"
"784","519310","75 dollars","Queens, Woodside"
"785","521672","89 dollars","Brooklyn, Williamsburg"
"786","521806","69 dollars","Queens, Rego Park"
"787","522081","170 dollars","Manhattan, Chelsea"
"788","524111","118 dollars","Manhattan, East Village"
"789","525120","135 dollars","Manhattan, Chelsea"
"790","525293","250 dollars","Bronx, Concourse"
"791","525388","200 dollars","Brooklyn, Greenpoint"
"792","526923","265 dollars","Manhattan, Flatiron District"
"793","528485","36 dollars","Brooklyn, Sunset Park"
"794","530431","220 dollars","Manhattan, Harlem"
"795","530576","93 dollars","Manhattan, Upper West Side"
"796","531091","109 dollars","Queens, Astoria"
"797","531455","80 dollars","Brooklyn, Prospect-Lefferts Gardens"
"798","532288","295 dollars","Manhattan, Greenwich Village"
"799","532749","280 dollars","Brooklyn, Williamsburg"
"800","533168","300 dollars","Manhattan, Nolita"
"801","533506","99 dollars","Manhattan, East Village"
"802","533927","225 dollars","Manhattan, Chelsea"
"803","535095","90 dollars","Brooklyn, Prospect Heights"
"804","535352","102 dollars","Manhattan, Upper West Side"
"805","536578","59 dollars","Brooklyn, Bushwick"
"806","538344","195 dollars","Manhattan, East Village"
"807","538590","150 dollars","Queens, Astoria"
"808","539160","170 dollars","Manhattan, Washington Heights"
"809","540057","185 dollars","Manhattan, Harlem"
"810","540489","58 dollars","Manhattan, Little Italy"
"811","541725","189 dollars","Brooklyn, Williamsburg"
"812","542054","88 dollars","Manhattan, East Village"
"813","542203","195 dollars","Manhattan, Hell's Kitchen"
"814","543792","110 dollars","Queens, Ridgewood"
"815","544131","79 dollars","Manhattan, Greenwich Village"
"816","545651","69 dollars","Brooklyn, Prospect-Lefferts Gardens"
"817","546383","55 dollars","Queens, Flushing"
"818","546573","500 dollars","Manhattan, Financial District"
"819","548133","135 dollars","Brooklyn, Clinton Hill"
"820","550288","160 dollars","Manhattan, Upper East Side"
"821","550777","210 dollars","Manhattan, Upper West Side"
"822","552141","300 dollars","Manhattan, Lower East Side"
"823","552519","185 dollars","Brooklyn, Crown Heights"
"824","552639","220 dollars","Manhattan, Harlem"
"825","553565","120 dollars","Manhattan, Inwood"
